Label,Score,Status,x,y,r,x0,y0,r0,weight,px,py,id,SEVEN,FOUR,TWO,FIVET,FOURT,THREET,TWOT
BERT-LARGE,0.564215601,Correct,792.2862846,215.9765893,4.066774062,800,235.3235755,5.385293606,0,792.2850071,215.9767052,54,7,4,2,4,3,2,2
GLOVE-CNN,0.564215601,Correct,153.9829174,222.2569873,4.066774062,200,235.3235755,5.385293606,0,153.9079144,222.2308825,54,7,4,2,4,3,2,2
GLOVE-LSTM,0.564215601,Correct,437.3124646,222.8460364,4.066774062,400,235.3235755,5.385293606,0,437.2448784,222.8942794,54,7,4,2,4,3,2,2
ROBERTA-LARGE,0.564215601,Correct,560.1250894,224.0093963,4.066774062,600,235.3235755,5.385293606,0,560.1228847,224.0157576,54,7,4,2,4,3,2,2
BERT-BASE,0.564509299,Correct,1045.042314,232.0646262,4.067849905,1000,235.1649785,5.387055794,0,1045.024393,232.059688,87,7,4,2,4,3,2,2
BERT-LARGE,0.564509299,Correct,775.2272154,230.4419425,4.067849905,800,235.1649785,5.387055794,0,775.2211755,230.4683335,87,7,4,2,4,3,2,2
GLOVE-CNN,0.564509299,Incorrect,251.821333,246.220493,4.067849905,200,235.1649785,5.387055794,0,251.7901572,246.2184224,87,7,4,2,4,3,2,2
GLOVE-LSTM,0.564509299,Correct,430.6204443,245.1001758,4.067849905,400,235.1649785,5.387055794,0,430.5895446,245.1435003,87,7,4,2,4,3,2,2
ROBERTA-LARGE,0.564509299,Correct,639.1047241,220.4450495,4.067849905,600,235.1649785,5.387055794,0,639.0880891,220.4308819,87,7,4,2,4,3,2,2
BERT-BASE,0.564766888,Correct,1006.424342,225.8412232,4.068793477,1000,235.0258805,5.388601328,0,1006.430806,225.8479374,38,7,4,2,4,3,2,2
BERT-LARGE,0.564766888,Correct,813.6823707,221.8945763,4.068793477,800,235.0258805,5.388601328,0,813.6701894,221.8698225,38,7,4,2,4,3,2,2
GLOVE-CNN,0.564766888,Incorrect,131.7486179,231.2930055,4.068793477,200,235.0258805,5.388601328,0,131.7397797,231.265933,38,7,4,2,4,3,2,2
GLOVE-LSTM,0.564766888,Incorrect,407.7354367,211.2738973,4.068793477,400,235.0258805,5.388601328,0,407.7524134,211.2859845,38,7,4,2,4,3,2,2
ROBERTA-LARGE,0.564766888,Correct,549.9765164,228.5367515,4.068793477,600,235.0258805,5.388601328,0,549.9787683,228.5167546,38,7,4,2,4,3,2,2
BERT-BASE,0.564790087,Incorrect,1035.684924,238.1131336,4.068878457,1000,235.013353,5.388740522,0,1035.662968,238.143603,7,7,4,2,4,3,2,2
BERT-LARGE,0.564790087,Correct,780.8846655,251.8870844,4.068878457,800,235.013353,5.388740522,0,780.8058358,251.8812221,7,7,4,2,4,3,2,2
GLOVE-CNN,0.564790087,Correct,194.1323208,234.4724775,4.068878457,200,235.013353,5.388740522,0,194.1483361,234.4868873,7,7,4,2,4,3,2,2
GLOVE-LSTM,0.564790087,Correct,345.1672868,225.5418073,4.068878457,400,235.013353,5.388740522,0,345.1981386,225.5741965,7,7,4,2,4,3,2,2
ROBERTA-LARGE,0.564790087,Correct,619.3334847,220.2686066,4.068878457,600,235.013353,5.388740522,0,619.3222294,220.2863302,7,7,4,2,4,3,2,2
BERT-BASE,0.570623016,Correct,938.3459794,220.8589383,4.090245017,1000,231.8635714,5.423738096,0,938.3844388,220.8708258,136,7,4,2,4,3,2,2
BERT-LARGE,0.570623016,Correct,837.0045117,238.3928441,4.090245017,800,231.8635714,5.423738096,0,837.009361,238.4523444,136,7,4,2,4,3,2,2
GLOVE-CNN,0.570623016,Incorrect,209.3500521,220.9511023,4.090245017,200,231.8635714,5.423738096,0,209.3487376,220.905677,136,7,4,2,4,3,2,2
GLOVE-LSTM,0.570623016,Correct,364.0833387,222.7158964,4.090245017,400,231.8635714,5.423738096,0,364.1039337,222.7443084,136,7,4,2,4,3,2,2
ROBERTA-LARGE,0.570623016,Correct,608.5761197,223.2149305,4.090245017,600,231.8635714,5.423738096,0,608.5880081,223.2330308,136,7,4,2,4,3,2,2
BERT-BASE,0.576373407,Correct,977.8842563,215.2894434,4.111309233,1000,228.7583602,5.458240442,0,977.9115284,215.2757979,25,7,4,2,4,3,2,2
BERT-LARGE,0.576373407,Correct,814.1241237,210.7550259,4.111309233,800,228.7583602,5.458240442,0,814.1420591,210.7362982,25,7,4,2,4,3,2,2
GLOVE-CNN,0.576373407,Correct,251.6016112,225.0857389,4.111309233,200,228.7583602,5.458240442,0,251.6212657,225.0764232,25,7,4,2,4,3,2,2
GLOVE-LSTM,0.576373407,Correct,405.9668998,222.317882,4.111309233,400,228.7583602,5.458240442,0,405.9193806,222.2822228,25,7,4,2,4,3,2,2
ROBERTA-LARGE,0.576373407,Correct,629.2591995,215.1602925,4.111309233,600,228.7583602,5.458240442,0,629.2381004,215.1563921,25,7,4,2,4,3,2,2
BERT-BASE,0.582686188,Correct,1001.101444,215.982851,4.134433535,1000,225.3494585,5.496117128,0,1001.110272,215.9909821,128,7,4,2,4,3,2,2
BERT-LARGE,0.582686188,Correct,824.8244265,214.343378,4.134433535,800,225.3494585,5.496117128,0,824.8512013,214.3065344,128,7,4,2,4,3,2,2
GLOVE-CNN,0.582686188,Correct,230.5476076,215.1313868,4.134433535,200,225.3494585,5.496117128,0,230.563971,215.1215598,128,7,4,2,4,3,2,2
GLOVE-LSTM,0.582686188,Correct,353.7516962,218.3226589,4.134433535,400,225.3494585,5.496117128,0,353.7735177,218.3474408,128,7,4,2,4,3,2,2
ROBERTA-LARGE,0.582686188,Correct,605.3518073,244.9865574,4.134433535,600,225.3494585,5.496117128,0,605.3341168,244.9966994,128,7,4,2,4,3,2,2
BERT-BASE,0.584668069,Correct,966.1093426,215.4997615,4.141693349,1000,224.2792427,5.508008414,0,966.0973337,215.4468308,142,7,4,2,4,3,2,2
BERT-LARGE,0.584668069,Correct,786.4366475,233.6683541,4.141693349,800,224.2792427,5.508008414,0,786.422348,233.6838901,142,7,4,2,4,3,2,2
GLOVE-CNN,0.584668069,Correct,242.0474915,214.1296219,4.141693349,200,224.2792427,5.508008414,0,242.0612995,214.1383098,142,7,4,2,5,3,2,2
GLOVE-LSTM,0.584668069,Correct,427.9753534,216.6467643,4.141693349,400,224.2792427,5.508008414,0,427.9513823,216.6308171,142,7,4,2,4,3,2,2
ROBERTA-LARGE,0.584668069,Correct,611.3933649,212.3546053,4.141693349,600,224.2792427,5.508008414,0,611.3926651,212.3648437,142,7,4,2,4,3,2,2
BERT-BASE,0.585236359,Correct,1012.374208,216.3332601,4.143775048,1000,223.9723661,5.511418154,0,1012.361505,216.3357428,146,7,4,2,5,3,2,2
BERT-LARGE,0.585236359,Correct,757.3116563,218.6068396,4.143775048,800,223.9723661,5.511418154,0,757.3274111,218.6209501,146,7,4,2,5,3,2,2
GLOVE-CNN,0.585236359,Incorrect,178.3268469,222.5292929,4.143775048,200,223.9723661,5.511418154,0,178.3943842,222.5155997,146,7,4,2,5,3,2,2
GLOVE-LSTM,0.585236359,Incorrect,416.7646891,217.9020497,4.143775048,400,223.9723661,5.511418154,0,416.7456103,217.9952417,146,7,4,2,5,3,2,2
ROBERTA-LARGE,0.585236359,Correct,560.8019569,212.8192997,4.143775048,600,223.9723661,5.511418154,0,560.8070365,212.8201661,146,7,4,2,5,3,2,2
BERT-BASE,0.591243364,Correct,1032.149717,214.4239951,4.165779264,1000,220.7285834,5.547460184,0,1032.149688,214.426565,81,7,4,2,5,3,2,2
BERT-LARGE,0.591243364,Correct,772.7057284,219.086489,4.165779264,800,220.7285834,5.547460184,0,772.6978678,219.0916698,81,7,4,2,5,3,2,2
GLOVE-CNN,0.591243364,Correct,219.2480526,215.2533084,4.165779264,200,220.7285834,5.547460184,0,219.2654954,215.2122277,81,7,4,2,5,3,2,2
GLOVE-LSTM,0.591243364,Incorrect,419.244694,206.1732162,4.165779264,400,220.7285834,5.547460184,0,419.205022,206.3015565,81,7,4,2,5,3,2,2
ROBERTA-LARGE,0.591243364,Correct,579.1124023,225.9845165,4.165779264,600,220.7285834,5.547460184,0,579.1531609,225.975458,81,7,4,2,5,3,2,2
BERT-BASE,0.601477174,Correct,995.2879194,206.251405,4.203266659,1000,215.202326,5.608863044,0,995.3199284,206.248572,144,7,4,2,5,3,2,2
BERT-LARGE,0.601477174,Correct,790.8949205,204.7927651,4.203266659,800,215.202326,5.608863044,0,790.886891,204.8013159,144,7,4,2,5,4,2,2
GLOVE-CNN,0.601477174,Correct,175.4848044,211.5422145,4.203266659,200,215.202326,5.608863044,0,175.4921453,211.5439081,144,7,4,2,5,4,2,2
GLOVE-LSTM,0.601477174,Correct,387.2254262,207.7799828,4.203266659,400,215.202326,5.608863044,0,387.2270089,207.80721,144,7,4,2,5,4,2,2
ROBERTA-LARGE,0.601477174,Correct,590.6678092,207.7611586,4.203266659,600,215.202326,5.608863044,0,590.667994,207.748084,144,7,4,2,5,4,2,2
BERT-BASE,0.603594112,Correct,1021.368198,209.4005452,4.211021199,1000,214.0591795,5.621564672,0,1021.369507,209.4068585,10,7,4,2,5,4,2,2
BERT-LARGE,0.603594112,Correct,781.638323,211.5652666,4.211021199,800,214.0591795,5.621564672,0,781.6326616,211.5709764,10,7,4,2,5,4,2,2
GLOVE-CNN,0.603594112,Correct,183.8239559,203.1968251,4.211021199,200,214.0591795,5.621564672,0,183.8235161,203.1105412,10,7,4,2,5,4,2,2
GLOVE-LSTM,0.603594112,Correct,430.407071,203.9748242,4.211021199,400,214.0591795,5.621564672,0,430.3729617,204.1055018,10,7,4,2,5,4,2,2
ROBERTA-LARGE,0.603594112,Correct,579.443116,210.6205261,4.211021199,600,214.0591795,5.621564672,0,579.4347719,210.6037724,10,7,4,2,5,4,2,2
BERT-BASE,0.623656242,Correct,1017.085535,198.7325531,4.284510641,1000,203.2256293,5.741937452,0,1017.097721,198.7404743,134,7,4,2,5,4,2,2
BERT-LARGE,0.623656242,Correct,779.1043186,200.3525027,4.284510641,800,203.2256293,5.741937452,0,779.1027183,200.3602151,134,7,4,2,5,4,2,2
GLOVE-CNN,0.623656242,Correct,203.5903589,199.3492838,4.284510641,200,203.2256293,5.741937452,0,203.5962052,199.3119244,134,7,4,2,5,4,2,2
GLOVE-LSTM,0.623656242,Correct,408.680364,199.8749825,4.284510641,400,203.2256293,5.741937452,0,408.6572125,199.8729668,134,7,4,2,5,4,2,2
ROBERTA-LARGE,0.623656242,Correct,600.9236091,202.4781856,4.284510641,600,203.2256293,5.741937452,0,600.9219192,202.4704292,134,7,4,2,5,4,2,2
BERT-BASE,0.642839038,Correct,996.3817696,194.6736518,4.354779002,1000,192.8669195,5.857034228,0,996.3682914,194.6742577,139,7,4,2,5,4,2,2
BERT-LARGE,0.642839038,Correct,797.9215868,192.9669704,4.354779002,800,192.8669195,5.857034228,0,797.9190587,192.9661753,139,7,4,2,5,4,2,2
GLOVE-CNN,0.642839038,Correct,213.6997583,192.569177,4.354779002,200,192.8669195,5.857034228,0,213.7016151,192.5690797,139,7,4,2,5,4,3,2
GLOVE-LSTM,0.642839038,Correct,411.2307095,188.5176969,4.354779002,400,192.8669195,5.857034228,0,411.2307802,188.5222385,139,7,4,2,5,4,3,2
ROBERTA-LARGE,0.642839038,Correct,596.6548751,191.6352374,4.354779002,600,192.8669195,5.857034228,0,596.6630047,191.624398,139,7,4,2,5,4,2,2
BERT-BASE,0.644663102,Correct,991.281014,184.1260186,4.361460717,1000,191.8819249,5.867978612,0,991.2863009,184.1179622,31,7,4,2,5,4,3,2
BERT-LARGE,0.644663102,Correct,786.3357894,191.2235331,4.361460717,800,191.8819249,5.867978612,0,786.3352192,191.2343002,31,7,4,2,5,4,3,2
GLOVE-CNN,0.644663102,Correct,203.1064101,187.564055,4.361460717,200,191.8819249,5.867978612,0,203.1254798,187.5328512,31,7,4,2,5,4,3,2
GLOVE-LSTM,0.644663102,Correct,388.0691151,191.8447178,4.361460717,400,191.8819249,5.867978612,0,388.0697296,191.844768,31,7,4,2,5,4,3,2
ROBERTA-LARGE,0.644663102,Correct,619.7828827,191.5323848,4.361460717,600,191.8819249,5.867978612,0,619.7914836,191.530615,31,7,4,2,5,4,3,2
BERT-BASE,0.702394895,Correct,995.0358031,160.7067434,4.572937628,1000,160.7067567,6.21436937,0,995.0371381,160.7067433,22,7,4,2,5,4,3,2
BERT-LARGE,0.702394895,Incorrect,806.4345765,160.7067761,4.572937628,800,160.7067567,6.21436937,0,806.4348732,160.7067763,22,7,4,2,5,4,3,2
GLOVE-CNN,0.702394895,Correct,203.68958,160.7067488,4.572937628,200,160.7067567,6.21436937,0,203.6936538,160.7067487,22,7,4,2,5,4,3,2
GLOVE-LSTM,0.702394895,Correct,406.4534039,160.7067384,4.572937628,400,160.7067567,6.21436937,0,406.4537215,160.7067382,22,7,4,2,5,4,3,2
ROBERTA-LARGE,0.702394895,Incorrect,591.5304296,160.706731,4.572937628,600,160.7067567,6.21436937,0,591.5278748,160.7067307,22,7,4,2,5,4,3,2
