Label,Score,Status,x,y,r,x0,y0,r0,px,py,id,SEVEN,FOUR,TWO,FIVET,FOURT,THREET,TWOT
GLOVE-LSTM,0.867521368,Correct,431.2251615,72.35584134,5.17781121,400,71.53846128,7.205128208,431.2184058,72.3560733,9,7,4,2,5,4,3,2
ROBERTA-LARGE,0.867521368,Correct,585.7956265,64.24049834,5.17781121,600,71.53846128,7.205128208,585.7858798,64.24613656,9,7,4,2,5,4,3,2
BERT-BASE,0.871681416,Correct,963.5021718,67.42932435,5.193049851,1000,69.29203536,7.230088496,963.5154673,67.42687734,125,7,4,2,5,4,3,2
BERT-LARGE,0.871681416,Correct,805.6934707,61.02776959,5.193049851,800,69.29203536,7.230088496,805.6988477,61.03904177,125,7,4,2,5,4,3,2
GLOVE-CNN,0.871681416,Incorrect,215.7839027,63.87028618,5.193049851,200,69.29203536,7.230088496,215.7820391,63.87020633,124,7,4,2,5,4,3,2
GLOVE-LSTM,0.871681416,Incorrect,369.9107973,70.10097176,5.193049851,400,69.29203536,7.230088496,369.9128995,70.10122343,125,7,4,2,5,4,3,2
ROBERTA-LARGE,0.871681416,Correct,624.6700582,69.45740166,5.193049851,600,69.29203536,7.230088496,624.6662823,69.45578161,125,7,4,2,5,4,3,2
BERT-BASE,0.872807018,Correct,976.2103903,71.64547889,5.197173036,1000,68.68421028,7.236842108,976.21765,71.65461881,1,7,4,2,5,4,3,2
BERT-LARGE,0.872807018,Correct,818.7436593,58.00749644,5.197173036,800,68.68421028,7.236842108,818.7457756,58.01334382,1,7,4,2,5,4,3,2
BERT-LARGE,0.872807018,Correct,788.3111336,76.3695467,5.197173036,800,68.68421028,7.236842108,788.3072842,76.36530961,150,7,4,2,5,4,3,2
GLOVE-LSTM,0.872807018,Correct,382.9002907,66.86788154,5.197173036,400,68.68421028,7.236842108,382.9007976,66.87034772,1,7,4,2,5,4,3,2
ROBERTA-LARGE,0.872807018,Correct,599.3325371,63.59028299,5.197173036,600,68.68421028,7.236842108,599.3197213,63.58501796,1,7,4,2,5,4,3,2
BERT-BASE,0.873873874,Correct,1012.607447,70.36396516,5.201081028,1000,68.10810804,7.243243244,1012.607477,70.35892039,46,7,4,2,5,4,3,2
BERT-LARGE,0.873873874,Correct,792.5655412,63.665362,5.201081028,800,68.10810804,7.243243244,792.5709191,63.66637021,46,7,4,2,5,4,3,2
GLOVE-CNN,0.873873874,Correct,167.9251123,66.96773441,5.201081028,200,68.10810804,7.243243244,167.9306274,66.96558303,45,7,4,2,5,4,3,2
GLOVE-LSTM,0.873873874,Incorrect,395.8211606,63.31797157,5.201081028,400,68.10810804,7.243243244,395.8195593,63.32039047,46,7,4,2,5,4,3,2
ROBERTA-LARGE,0.873873874,Correct,572.4273277,64.72833283,5.201081028,600,68.10810804,7.243243244,572.419326,64.72549786,46,7,4,2,5,4,3,2
BERT-BASE,0.88362069,Correct,1006.192645,58.55703839,5.236784519,1000,62.8448274,7.30172414,1006.196422,58.55227207,126,7,4,2,5,4,3,2
BERT-LARGE,0.88362069,Correct,814.8394979,70.85914145,5.236784519,800,62.8448274,7.30172414,814.8480671,70.86490215,126,7,4,2,5,4,3,2
GLOVE-CNN,0.88362069,Incorrect,202.3936379,61.61534322,5.236784519,200,62.8448274,7.30172414,202.3919921,61.61564833,125,7,4,2,5,4,3,2
GLOVE-LSTM,0.88362069,Correct,408.81013,59.87539046,5.236784519,400,62.8448274,7.30172414,408.8063804,59.87775286,126,7,4,2,5,4,3,2
ROBERTA-LARGE,0.88362069,Correct,612.786446,63.17716805,5.236784519,600,62.8448274,7.30172414,612.7883667,63.17004903,126,7,4,2,5,4,3,2
BERT-BASE,0.884615385,Correct,1019.666376,58.92525245,5.240428179,1000,62.3076921,7.30769231,1019.668069,58.92365792,55,7,4,2,5,4,3,2
BERT-LARGE,0.884615385,Correct,830.7791181,63.98802049,5.240428179,800,62.3076921,7.30769231,830.7804517,63.99077968,55,7,4,2,5,4,3,2
GLOVE-CNN,0.884615385,Correct,189.035093,59.69462761,5.240428179,200,62.3076921,7.30769231,189.0358991,59.69634354,54,7,4,2,5,4,3,2
GLOVE-LSTM,0.884615385,Correct,421.9042769,56.68500194,5.240428179,400,62.3076921,7.30769231,421.8983729,56.68726102,55,7,4,2,5,4,3,2
ROBERTA-LARGE,0.884615385,Correct,624.2144382,56.03319418,5.240428179,600,62.3076921,7.30769231,624.2184867,56.03338842,55,7,4,2,5,4,3,2
BERT-BASE,0.894067797,Correct,994.0796539,52.57005508,5.275053241,1000,57.20338962,7.364406782,994.0809109,52.57509142,100,7,4,2,5,4,3,2
BERT-LARGE,0.894067797,Correct,782.9940616,54.17889942,5.275053241,800,57.20338962,7.364406782,782.997798,54.18450301,100,7,4,2,5,4,3,2
GLOVE-CNN,0.894067797,Correct,211.0700764,51.25511283,5.275053241,200,57.20338962,7.364406782,211.0676368,51.25745802,99,7,4,2,5,4,3,2
GLOVE-LSTM,0.894067797,Correct,379.9708972,53.72454239,5.275053241,400,57.20338962,7.364406782,379.9591874,53.73192472,100,7,4,2,5,4,3,2
ROBERTA-LARGE,0.894067797,Correct,605.6616946,51.6968671,5.275053241,600,57.20338962,7.364406782,605.6553055,51.69736341,100,7,4,2,5,4,3,2
BERT-BASE,0.90625,Correct,1013.247323,46.98070458,5.31967778,1000,50.625,7.4375,1013.252825,46.97944155,107,7,4,2,5,4,3,2
BERT-LARGE,0.90625,Correct,805.3868736,47.51909722,5.31967778,800,50.625,7.4375,805.3825909,47.5326483,107,7,4,2,5,4,3,2
GLOVE-CNN,0.90625,Correct,197.3917211,49.01588751,5.31967778,200,50.625,7.4375,197.3901627,49.0184111,106,7,4,2,5,4,3,2
GLOVE-LSTM,0.90625,Incorrect,395.0075286,49.82237285,5.31967778,400,50.625,7.4375,395.0120183,49.82652087,107,7,4,2,5,4,3,2
ROBERTA-LARGE,0.90625,Correct,591.9438893,51.1280245,5.31967778,600,50.625,7.4375,591.9409545,51.12374357,107,7,4,2,5,4,3,2
BERT-BASE,0.923076923,Correct,1000.204982,40.36444139,5.381316359,1000,41.53846158,7.538461538,1000.197471,40.36745879,83,7,4,2,5,4,3,2
BERT-LARGE,0.923076923,Correct,793.2716948,41.12068484,5.381316359,800,41.53846158,7.538461538,793.2759859,41.12260004,83,7,4,2,5,4,3,2
GLOVE-CNN,0.923076923,Correct,206.1801177,38.50424092,5.381316359,200,41.53846158,7.538461538,206.1777176,38.50884782,82,7,4,2,5,4,3,2
GLOVE-LSTM,0.923076923,Incorrect,405.2543955,40.72737651,5.381316359,400,41.53846158,7.538461538,405.2513383,40.72625018,83,7,4,2,5,4,3,2
ROBERTA-LARGE,0.923076923,Correct,599.3376,39.59305535,5.381316359,600,41.53846158,7.538461538,599.3370995,39.59287482,83,7,4,2,5,4,3,2
